candidate_id,name,current_title,current_company,location_str,country,years_total,years_relevant,title_relevance_score,retrieval_prod_score,vector_db_score,python_evidence_score,ranking_eval_score,product_experience_score,career_corroboration_score,services_only_flag,research_only_flag,keyword_stuffing_flag,location_match_score,notice_period_score,redrob_behavioral_multiplier,consistency_penalty,is_honeypot,years_soft_band_score
CAND_0000064,Meera Pandey,Accountant,Acme Corp,London,UK,4.5,0.0,0.02,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.55,0.75,0.6458,1.0,0.0,0.6065306597126334
CAND_0000065,Ayaan Joshi,Project Manager,Initech,"Chandigarh, Chandigarh",India,9.7,0.0,0.02,0.25,0.0,0.2,0.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.7051999999999999,0.5,0.6188000000000001,1.0,0.0,0.5581095554166827
CAND_0000066,Aanya Krishnan,Content Writer,Hooli,"Bangalore, Karnataka",India,2.4,0.0,0.02,0.0,0.0,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.86,0.5,0.6576,1.0,0.0,0.1840035919677199
CAND_0000067,Shreya Bose,Frontend Engineer,Accenture,San Francisco,USA,3.9,0.0,0.1,0.375,0.0,0.0,0.0,0.8333333333333334,0.1,0.0,0.0,0.0,0.451,0.5,0.623,1.0,0.0,0.46356901749599844
CAND_0000068,Priya Hegde,Java Developer,HCL,"Noida, Uttar Pradesh",India,1.5,0.1875,0.1,0.25,0.0,0.2,0.0,0.16666666666666666,0.07692307692307693,0.0,0.0,0.0,1.0,1.0,0.8164000000000001,1.0,0.0,0.08892161745938634
CAND_0000069,Diya Mittal,Business Analyst,Wayne Enterprises,"Jaipur, Rajasthan",India,13.0,0.0,0.02,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.86,0.5,0.6496,1.0,0.0,0.056134762834133725
CAND_0000070,Siya Ghosh,Business Analyst,Initech,"Pune, Maharashtra",India,4.2,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.5,0.5886000000000001,1.0,0.0,0.5340851477595172
CAND_0000071,Vikram Shetty,DevOps Engineer,Wayne Enterprises,Singapore,Singapore,1.8,0.225,0.1,0.25,0.0,0.2,0.0,0.3333333333333333,0.125,0.0,0.0,0.0,0.55,0.5,0.49360000000000004,1.0,0.0,0.11495667048603503
CAND_0000072,Diya Sharma,Frontend Engineer,Pied Piper,"Chandigarh, Chandigarh",India,7.0,0.875,0.1,0.375,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.7051999999999999,1.0,0.7072000000000002,1.0,0.0,1.0
CAND_0000073,Pari Rao,Project Manager,Stark Industries,"Chandigarh, Chandigarh",India,12.1,0.0,0.02,0.125,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.6390000000000001,1.0,0.0,0.12483030799583289
CAND_0000074,Pari Banerjee,Operations Manager,Dunder Mifflin,"Indore, Madhya Pradesh",India,1.9,0.0,0.02,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0,1.0,0.86,0.75,0.7518000000000001,1.0,0.0,0.12483030799583289
CAND_0000075,Kavya Nair,Full Stack Developer,Wayne Enterprises,"Pune, Maharashtra",India,5.2,0.0,0.1,0.375,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.82,1.0,0.7310000000000001,1.0,0.0,1.0
CAND_0000076,Sanjay Agarwal,Project Manager,Acme Corp,"Bangalore, Karnataka",India,12.0,0.0,0.02,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.7051999999999999,0.75,0.6632,1.0,0.0,0.1353352832366127
CAND_0000077,Ved Bhatia,Frontend Engineer,TCS,"Delhi, Delhi",India,8.7,0.0,0.1,0.375,0.0,0.2,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.7051999999999999,0.5,0.5566,1.0,0.0,1.0
CAND_0000078,Shreya Reddy,Business Analyst,Dunder Mifflin,"Pune, Maharashtra",India,10.3,0.0,0.02,0.25,0.0,0.2,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.82,0.5,0.5691999999999999,1.0,0.0,0.4184491089130353
CAND_0000079,Aarohi Agarwal,Customer Support,Wayne Enterprises,"Gurgaon, Haryana",India,13.2,0.0,0.02,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.6581999999999999,1.0,0.0,0.04618039137973479
CAND_0000080,Anjali Pandey,Graphic Designer,Infosys,"Chennai, Tamil Nadu",India,8.3,0.0,0.02,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.6652000000000001,1.0,0.0,1.0
CAND_0000081,Avni Verma,Accountant,TCS,"Trivandrum, Kerala",India,10.1,0.0,0.02,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.5626000000000001,1.0,0.0,0.4635690174959986
CAND_0000082,Avni Malhotra,Data Analyst,Wipro,Seattle,USA,7.4,0.0,0.35,0.25,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.3157,0.5,0.728,1.0,0.0,1.0
CAND_0000083,Pooja Malhotra,Graphic Designer,TCS,Berlin,Germany,6.7,0.0,0.02,0.0,0.0,0.6,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.3157,0.5,0.5832,1.0,0.0,1.0
CAND_0000084,Priya Banerjee,Marketing Manager,Infosys,"Jaipur, Rajasthan",India,10.6,0.0,0.02,0.25,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.7051999999999999,0.5,0.649,1.0,0.0,0.3545875485608991
CAND_0000085,Rajesh Joshi,Mechanical Engineer,Pied Piper,"Mumbai, Maharashtra",India,12.9,0.0,0.02,0.25,0.0,0.0,0.0,1.0,0.2222222222222222,0.0,0.0,0.0,0.7051999999999999,0.5,0.6472,1.0,0.0,0.06174143608342907
CAND_0000086,Mira Dutta,Mechanical Engineer,TCS,"Pune, Maharashtra",India,4.9,0.0,0.02,0.25,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.5,0.5968,1.0,0.0,0.7027177228683977
CAND_0000087,Ritu Subramanian,Full Stack Developer,Mindtree,"Mumbai, Maharashtra",India,2.5,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.1,1.0,0.0,0.0,0.86,0.5,0.6841999999999999,1.0,0.0,0.19789869908361465
CAND_0000088,Riya Naidu,Java Developer,HCL,"Chandigarh, Chandigarh",India,7.6,0.0,0.1,0.375,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.7051999999999999,1.0,0.7304,1.0,0.0,1.0
CAND_0000089,Myra Bhatia,Mechanical Engineer,Initech,Toronto,Canada,1.1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.55,0.5,0.5995999999999999,1.0,0.0,0.06174143608342907
CAND_0000090,Tanya Banerjee,QA Engineer,Dunder Mifflin,"Hyderabad, Telangana",India,1.7,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.86,0.5,0.6008,1.0,0.0,0.10569475594148857
CAND_0000091,Aisha Desai,Frontend Engineer,Stark Industries,"Gurgaon, Haryana",India,3.6,0.0,0.1,0.125,0.0,0.2,0.0,0.5,0.0625,0.0,0.0,0.0,0.7051999999999999,0.5,0.5542,1.0,0.0,0.39661073328996505
CAND_0000092,Siya Pandey,Business Analyst,Wipro,"Delhi, Delhi",India,4.8,0.0,0.02,0.25,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.86,0.5,0.4954,1.0,0.0,0.6789552902885679
CAND_0000093,Meera Singh,Civil Engineer,TCS,"Coimbatore, Tamil Nadu",India,8.2,0.0,0.02,0.125,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.86,0.5,0.7343999999999999,1.0,0.0,1.0
CAND_0000094,Meera Pillai,Graphic Designer,Pied Piper,San Francisco,USA,2.6,0.0,0.02,0.25,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.451,0.75,0.613,1.0,0.0,0.21250282427502204
CAND_0000095,Sneha Bansal,HR Manager,Acme Corp,"Kochi, Kerala",India,6.7,0.0,0.02,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.5828000000000001,1.0,0.0,1.0
CAND_0000096,Pari Kumar,QA Engineer,Pied Piper,"Kochi, Kerala",India,3.2,0.0,0.1,0.25,0.0,0.0,0.0,0.8333333333333334,0.07692307692307693,0.0,0.0,0.0,0.7051999999999999,0.5,0.6842,1.0,0.0,0.31499453169676334
CAND_0000097,Sai Pillai,Mechanical Engineer,TCS,"Indore, Madhya Pradesh",India,5.8,0.0,0.02,0.25,0.0,0.2,0.0,0.5,0.058823529411764705,0.0,0.0,1.0,0.86,1.0,0.6744000000000001,1.0,0.0,1.0
CAND_0000098,Rajesh Mehta,Business Analyst,Infosys,"Hyderabad, Telangana",India,1.7,0.0,0.02,0.0,0.0,0.2,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.7051999999999999,1.0,0.8050000000000002,1.0,0.0,0.10569475594148857
CAND_0000099,Aarohi Kapoor,Full Stack Developer,Razorpay,"Ahmedabad, Gujarat",India,2.6,0.0,0.1,0.125,0.0,0.2,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.7285999999999999,1.0,0.0,0.21250282427502204
CAND_0000100,Myra Agarwal,Graphic Designer,Wipro,"Indore, Madhya Pradesh",India,13.5,0.0,0.02,0.375,0.0,0.2,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.86,0.5,0.5900000000000001,1.0,0.0,0.034047454734599344
CAND_0000101,Pari Iyer,Customer Support,Globex Inc,"Kolkata, West Bengal",India,7.0,0.0,0.02,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.6447999999999999,1.0,0.0,1.0
CAND_0000102,Naina Banerjee,Operations Manager,Wipro,"Chandigarh, Chandigarh",India,3.7,0.0,0.02,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.86,1.0,0.6988000000000001,1.0,0.0,0.4184491089130355
CAND_0000103,Neha Ghosh,Mechanical Engineer,Acme Corp,"Bhubaneswar, Odisha",India,11.7,0.0,0.02,0.125,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.6417999999999999,1.0,0.0,0.17081058952306497
CAND_0000104,Om Dalal,Mobile Developer,Hooli,New York,USA,8.1,0.0,0.1,0.25,0.0,0.2,0.0,0.6666666666666666,0.2,0.0,0.0,0.0,0.3157,0.5,0.6818000000000001,1.0,0.0,1.0
CAND_0000105,Anjali Trivedi,Mechanical Engineer,Wipro,"Ahmedabad, Gujarat",India,12.0,0.0,0.02,0.375,0.0,0.0,0.0,0.8333333333333334,0.125,0.0,0.0,0.0,0.86,0.5,0.5764,1.0,0.0,0.1353352832366127
CAND_0000106,Suresh Dalal,Marketing Manager,Globex Inc,"Pune, Maharashtra",India,6.6,0.0,0.02,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.59,1.0,0.0,1.0
